ndx,femur_x,femur_y,patella_x,patella_y,tibia_x,tibia_y,IMAGE_PATH_SAG_3D_DESS,jpg
17,185.2662337662338,124.59090909090901,77.21428571428575,115.24025974025966,225.78571428571436,280.43506493506493,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9526396/20051107/10773614.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9526396/20051107/10773614_jpg/080.jpg
18,157.21428571428575,145.3701298701298,75.13636363636368,156.79870129870125,196.69480519480524,284.590909090909,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9189553/20050215/10714531.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9189553/20050215/10714531_jpg/080.jpg
19,163.44805194805198,137.05844155844147,62.66883116883122,137.05844155844147,205.00649350649357,273.1623376623376,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9617689/20050408/10182429.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9617689/20050408/10182429_jpg/080.jpg
20,127.08441558441561,128.7467532467532,39.81168831168836,150.564935064935,188.3831168831169,265.8896103896103,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9604541/20050411/10105029.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9604541/20050411/10105029_jpg/080.jpg
21,154.09740259740263,117.31818181818176,59.5519480519481,114.20129870129864,198.77272727272734,254.46103896103892,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9101951/20050221/10112512.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9101951/20050221/10112512_jpg/080.jpg
22,164.48701298701306,145.3701298701298,56.435064935064986,143.2922077922077,199.81168831168836,296.01948051948045,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9252130/20050325/10743912.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9252130/20050325/10743912_jpg/080.jpg
23,147.8636363636364,128.7467532467532,55.39610389610394,146.40909090909088,198.77272727272734,286.66883116883116,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9925594/20050404/10180212.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9925594/20050404/10180212_jpg/080.jpg
24,153.05844155844161,147.4480519480519,79.29220779220785,136.01948051948045,201.88961038961045,270.0454545454545,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9457359/20040727/10231114.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9457359/20040727/10231114_jpg/080.jpg
25,179.03246753246756,153.68181818181813,82.40909090909096,155.75974025974023,213.3181818181819,313.68181818181813,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9251736/20051101/10947212.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9251736/20051101/10947212_jpg/080.jpg
26,170.7207792207793,132.90259740259734,82.40909090909096,141.21428571428567,215.39610389610394,289.7857142857142,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9709257/20040907/10693312.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9709257/20040907/10693312_jpg/080.jpg
27,148.90259740259748,140.1753246753246,59.5519480519481,129.78571428571422,188.3831168831169,281.47402597402595,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9539084/20040823/10116612.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9539084/20040823/10116612_jpg/080.jpg
28,152.0194805194806,124.59090909090901,56.435064935064986,100.69480519480516,200.85064935064943,298.09740259740255,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9606490/20040920/10244713.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9606490/20040920/10244713_jpg/080.jpg
29,161.37012987012994,138.09740259740255,70.98051948051952,123.55194805194799,196.69480519480524,300.17532467532465,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9601162/20050226/10727712.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9601162/20050226/10727712_jpg/080.jpg
30,156.17532467532473,132.90259740259734,61.62987012987017,147.4480519480519,202.92857142857147,279.39610389610385,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9804361/20050816/10474012.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9804361/20050816/10474012_jpg/080.jpg
31,155.1363636363637,145.3701298701298,49.162337662337706,141.21428571428567,199.81168831168836,294.98051948051943,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9126260/20050913/10519629.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9126260/20050913/10519629_jpg/080.jpg
32,145.78571428571436,117.31818181818176,55.39610389610394,116.27922077922074,184.22727272727278,272.12337662337654,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9695135/20040826/10690411.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9695135/20040826/10690411_jpg/080.jpg
33,137.47402597402603,139.13636363636357,48.12337662337666,137.05844155844147,190.461038961039,286.66883116883116,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9453274/20050719/10425929.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9453274/20050719/10425929_jpg/080.jpg
34,176.95454545454552,98.61688311688306,75.13636363636368,115.24025974025966,205.00649350649357,273.1623376623376,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9158391/20050927/10602312.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9158391/20050927/10602312_jpg/080.jpg
35,149.9415584415585,160.95454545454538,65.78571428571433,156.79870129870125,198.77272727272734,296.01948051948045,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9624170/20050930/10600514.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9624170/20050930/10600514_jpg/080.jpg
36,138.51298701298705,128.7467532467532,53.31818181818187,153.68181818181813,185.2662337662338,267.96753246753246,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9895555/20050504/10397412.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9895555/20050504/10397412_jpg/080.jpg
37,159.29220779220785,99.65584415584408,61.62987012987017,101.73376623376618,189.422077922078,263.8116883116883,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9024940/20050126/10337712.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9024940/20050126/10337712_jpg/080.jpg
38,154.09740259740263,121.47402597402589,52.27922077922082,141.21428571428567,185.2662337662338,291.8636363636363,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9194012/20050628/10567909.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9194012/20050628/10567909_jpg/080.jpg
39,176.95454545454552,131.86363636363632,69.94155844155847,138.09740259740255,229.9415584415585,300.17532467532465,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9145695/20051005/10186212.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9145695/20051005/10186212_jpg/080.jpg
40,157.21428571428575,126.6688311688311,59.5519480519481,130.82467532467524,198.77272727272734,287.7077922077922,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9221040/20050727/10434912.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9221040/20050727/10434912_jpg/080.jpg
41,153.05844155844161,124.59090909090901,68.90259740259745,136.01948051948045,175.91558441558445,287.7077922077922,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9245519/20050425/10333912.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9245519/20050425/10333912_jpg/080.jpg
42,167.60389610389618,115.24025974025966,65.78571428571433,110.0454545454545,195.65584415584422,271.0844155844155,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9027422/20041222/10312712.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9027422/20041222/10312712_jpg/080.jpg
43,181.11038961038966,128.7467532467532,83.44805194805198,111.08441558441552,217.47402597402603,281.47402597402595,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9073948/20050817/10477312.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9073948/20050817/10477312_jpg/080.jpg
44,166.5649350649351,118.35714285714278,66.82467532467535,150.564935064935,198.77272727272734,285.6298701298701,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9230284/20051007/10104112.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9230284/20051007/10104112_jpg/080.jpg
45,165.52597402597408,130.82467532467524,60.59090909090912,140.1753246753246,209.1623376623377,288.7467532467532,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9680800/20051017/10205312.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9680800/20051017/10205312_jpg/080.jpg
46,164.48701298701306,158.87662337662334,76.1753246753247,147.4480519480519,212.27922077922082,313.68181818181813,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9519310/20050615/10924412.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9519310/20050615/10924412_jpg/080.jpg
47,166.5649350649351,137.05844155844147,68.90259740259745,149.525974025974,207.08441558441567,278.3571428571428,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9657594/20040824/10118312.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9657594/20040824/10118312_jpg/080.jpg
48,171.7597402597403,128.7467532467532,74.09740259740263,124.59090909090901,222.66883116883125,299.1363636363636,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9500225/20050128/10341612.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9500225/20050128/10341612_jpg/080.jpg
49,167.60389610389618,134.98051948051943,78.2532467532468,146.40909090909088,210.20129870129878,272.12337662337654,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9488834/20060215/10847112.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9488834/20060215/10847112_jpg/080.jpg
50,162.40909090909096,101.73376623376618,65.78571428571433,128.7467532467532,187.3441558441559,282.51298701298697,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9156526/20050225/10720213.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9156526/20050225/10720213_jpg/080.jpg
51,169.68181818181822,98.61688311688306,66.82467532467535,116.27922077922074,210.20129870129878,252.38311688311683,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9526739/20050107/10132229.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9526739/20050107/10132229_jpg/080.jpg
52,156.17532467532473,126.6688311688311,60.59090909090912,117.31818181818176,167.60389610389618,258.61688311688306,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9295946/20050421/10332812.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9295946/20050421/10332812_jpg/080.jpg
53,157.21428571428575,146.40909090909088,49.162337662337706,128.7467532467532,179.03246753246756,290.82467532467524,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9142030/20050228/10725812.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9142030/20050228/10725812_jpg/080.jpg
54,133.31818181818184,133.94155844155836,46.04545454545459,127.70779220779212,149.9415584415585,263.8116883116883,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9691663/20040908/10696412.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9691663/20040908/10696412_jpg/080.jpg
55,165.52597402597408,137.05844155844147,90.72077922077926,144.33116883116878,188.3831168831169,263.8116883116883,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9091131/20051003/10598511.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9091131/20051003/10598511_jpg/080.jpg
56,167.60389610389618,131.86363636363632,64.74675324675329,128.7467532467532,205.00649350649357,291.8636363636363,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9197466/20041013/10269309.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9197466/20041013/10269309_jpg/080.jpg
57,160.33116883116887,136.01948051948045,41.889610389610425,98.61688311688306,195.65584415584422,287.7077922077922,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9130672/20050913/10579212.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9130672/20050913/10579212_jpg/080.jpg
58,161.37012987012994,153.68181818181813,53.31818181818187,168.2272727272727,196.69480519480524,313.68181818181813,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9249025/20051207/10623912.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9249025/20051207/10623912_jpg/080.jpg
59,162.40909090909096,118.35714285714278,53.31818181818187,107.96753246753241,190.461038961039,271.0844155844155,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9395121/20050621/10932612.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9395121/20050621/10932612_jpg/080.jpg
60,172.79870129870133,148.48701298701292,65.78571428571433,167.18831168831161,218.51298701298705,301.21428571428567,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9093622/20050805/10465211.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9093622/20050805/10465211_jpg/080.jpg
61,163.44805194805198,149.525974025974,77.21428571428575,165.11038961038957,200.85064935064943,293.9415584415584,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9394136/20050516/10764129.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9394136/20050516/10764129_jpg/080.jpg
62,164.48701298701306,175.49999999999994,78.2532467532468,175.49999999999994,199.81168831168836,326.1493506493506,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9465287/20040331/10015309.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9465287/20040331/10015309_jpg/080.jpg
63,163.44805194805198,123.55194805194799,66.82467532467535,153.68181818181813,200.85064935064943,286.66883116883116,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9157304/20050615/10558612.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9157304/20050615/10558612_jpg/080.jpg
64,169.68181818181822,159.91558441558436,65.78571428571433,111.08441558441552,206.0454545454546,314.72077922077915,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9447139/20050210/10222012.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9447139/20050210/10222012_jpg/080.jpg
65,175.91558441558445,132.90259740259734,83.44805194805198,144.33116883116878,227.8636363636364,297.05844155844153,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9146462/20050218/10170912.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9146462/20050218/10170912_jpg/080.jpg
66,155.1363636363637,122.51298701298697,50.201298701298725,118.35714285714278,194.61688311688314,281.47402597402595,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9396968/20050118/10340312.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9396968/20050118/10340312_jpg/080.jpg
67,150.98051948051952,134.98051948051943,59.5519480519481,133.94155844155836,164.48701298701306,267.96753246753246,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9518765/20050606/10547729.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9518765/20050606/10547729_jpg/080.jpg
68,187.3441558441559,145.3701298701298,87.60389610389615,133.94155844155836,229.9415584415585,288.7467532467532,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9603227/20040402/10015009.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9603227/20040402/10015009_jpg/080.jpg
69,154.09740259740263,141.21428571428567,58.512987012987054,136.01948051948045,198.77272727272734,277.31818181818176,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9474901/20051129/10801712.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9474901/20051129/10801712_jpg/080.jpg
70,170.7207792207793,112.12337662337654,61.62987012987017,92.38311688311683,169.68181818181822,270.0454545454545,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9494867/20050719/10425112.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9494867/20050719/10425112_jpg/080.jpg
71,169.68181818181822,143.2922077922077,85.52597402597408,156.79870129870125,206.0454545454546,287.7077922077922,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9750090/20040514/10037909.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9750090/20040514/10037909_jpg/080.jpg
72,161.37012987012994,163.03246753246748,63.70779220779224,133.94155844155836,207.08441558441567,318.87662337662334,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9302260/20050302/10721912.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9302260/20050302/10721912_jpg/080.jpg
73,163.44805194805198,117.31818181818176,45.00649350649354,102.7727272727272,173.8376623376624,275.2402597402597,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9277154/20050524/10528213.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9277154/20050524/10528213_jpg/080.jpg
74,159.29220779220785,124.59090909090901,75.13636363636368,148.48701298701292,185.2662337662338,283.551948051948,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9047539/20050119/10337009.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9047539/20050119/10337009_jpg/080.jpg
75,170.7207792207793,137.05844155844147,73.05844155844159,151.60389610389603,198.77272727272734,273.1623376623376,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9173792/20051025/10219012.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9173792/20051025/10219012_jpg/080.jpg
76,168.6428571428572,110.0454545454545,56.435064935064986,90.30519480519473,192.5389610389611,267.96753246753246,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9184588/20050322/10216112.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9184588/20050322/10216112_jpg/080.jpg
77,165.52597402597408,157.83766233766227,66.82467532467535,150.564935064935,191.50000000000003,314.72077922077915,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9003430/20050613/10557212.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9003430/20050613/10557212_jpg/080.jpg
78,145.78571428571436,129.78571428571422,47.08441558441561,125.62987012987008,184.22727272727278,291.8636363636363,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9244698/20051019/10205212.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9244698/20051019/10205212_jpg/080.jpg
79,156.17532467532473,121.47402597402589,51.24025974025977,148.48701298701292,205.00649350649357,287.7077922077922,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9833782/20050512/10764012.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9833782/20050512/10764012_jpg/080.jpg
80,161.37012987012994,98.61688311688306,59.5519480519481,114.20129870129864,197.73376623376632,256.538961038961,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9640473/20040804/10095705.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9640473/20040804/10095705_jpg/080.jpg
81,158.25324675324683,140.1753246753246,60.59090909090912,127.70779220779212,196.69480519480524,294.98051948051943,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9238060/20060523/11153609.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9238060/20060523/11153609_jpg/080.jpg
82,160.33116883116887,133.94155844155836,55.39610389610394,114.20129870129864,192.5389610389611,286.66883116883116,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9194860/20051110/10778112.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9194860/20051110/10778112_jpg/080.jpg
83,173.8376623376624,175.49999999999994,94.87662337662343,160.95454545454538,214.35714285714292,312.6428571428571,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9035647/20050802/10452312.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9035647/20050802/10452312_jpg/080.jpg
84,149.9415584415585,139.13636363636357,62.66883116883122,144.33116883116878,188.3831168831169,282.51298701298697,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9504056/20051019/10205612.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9504056/20051019/10205612_jpg/080.jpg
85,165.52597402597408,157.83766233766227,76.1753246753247,152.6428571428571,191.50000000000003,301.21428571428567,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9011115/20050801/10450912.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9011115/20050801/10450912_jpg/080.jpg
86,176.95454545454552,152.6428571428571,85.52597402597408,151.60389610389603,213.3181818181819,287.7077922077922,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9041946/20050309/10731012.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9041946/20050309/10731012_jpg/080.jpg
87,147.8636363636364,140.1753246753246,49.162337662337706,150.564935064935,181.11038961038966,288.7467532467532,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9228758/20051007/10183512.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9228758/20051007/10183512_jpg/080.jpg
88,158.25324675324683,126.6688311688311,63.70779220779224,131.86363636363632,201.88961038961045,284.590909090909,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9013161/20060617/11191212.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9013161/20060617/11191212_jpg/080.jpg
89,175.91558441558445,140.1753246753246,79.29220779220785,163.03246753246748,216.43506493506501,286.66883116883116,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9478504/20050620/10935412.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9478504/20050620/10935412_jpg/080.jpg
90,162.40909090909096,133.94155844155836,65.78571428571433,148.48701298701292,183.18831168831176,289.7857142857142,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9400618/20050105/10319312.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9400618/20050105/10319312_jpg/080.jpg
91,156.17532467532473,101.73376623376618,45.00649350649354,92.38311688311683,173.8376623376624,258.61688311688306,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9467311/20050624/10562713.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9467311/20050624/10562713_jpg/080.jpg
92,157.21428571428575,147.4480519480519,72.01948051948057,151.60389610389603,196.69480519480524,287.7077922077922,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9973322/20050621/10933612.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.E.1/9973322/20050621/10933612_jpg/080.jpg
93,170.7207792207793,179.65584415584408,72.01948051948057,148.48701298701292,200.85064935064943,310.564935064935,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9995338/20050128/10349212.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9995338/20050128/10349212_jpg/080.jpg
94,158.25324675324683,134.98051948051943,64.74675324675329,138.09740259740255,177.99350649350654,283.551948051948,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9439428/20040513/10036323.tar.gz,/home/asy51/vstor/data/oai/image03/00m/0.C.2/9439428/20040513/10036323_jpg/080.jpg
